Title, Birthyear, occupationgroup
Alonzo_Bradley,,athlete
Alonzo_Church,,academic
Alonzo_Davis,1942,[]
Alonzo_Edwin_Branch,1874,athlete
Alonzo_G._Brown,,athlete
Alonzo_Garcelon,,"['bates college', 'military person']"
Alonzo_Gesner,1842,politician
Alonzo_J._Edgerton,,politician
Alonzo_Jackman,1809,"['norwich university', 'military person']"
Alonzo_Mayes,1975,athlete
Alonzo_S._Church,,office_holder
Aloysio_Nunes,,politician
Aloysio_de_Andrade_Faria,1920,['banco alfa']
Aloysius_Ambrozic,,"['cleric', 'cardinal']"
Aloysius_Cortie,1859,academic
Aloysius_Masnata,1823,office_holder
Aloysius_Schulte,1858,[]
Aloysius_Stepinac,,"['cleric', 'cardinal']"
Aloysius_Varsi,,office_holder
Aloízio_Mercadante,1954,politician
Alper_Solak,0016,athlete
Alper_Çuğun,1981,['hubbub']
Alpha_Brummage,1880,athlete
Alpha_Condé,,office_holder
Alpha_Jamison,1875,athlete
Alpha_Kanu,,politician
Alpha_Oumar_Konaré,,office_holder
Alpha_Timbo,1961,politician
Alphaxard_Lugola,1963,office_holder
Alpheus_B._Alger,1854,office_holder
Alpheus_Felch,,politician
Alpheus_Henry_Snow,1859,[]
Alpheus_Spring_Packard,,academic
Alphonse_J._Jackson,1927,office_holder
Alphonso_Jackson,,office_holder
Alphonso_Taft,,office_holder
Alphonzo_Bell,1875,[]
"Alphonzo_E._Bell,_Jr.",,politician
Alston_Scott_Householder,,academic
Altaf_Husain,,office_holder
Altaf_Hussain,,politician
Altaf_Hussain_(politician),,medical
Altamas_Kabir,,judiciary
Altamont_McKenzie,1951,athlete
Althea_Garrison,1940,politician
Altiero_Spinelli,,office_holder
Altino_Domingues,1951,athlete
Alton_E._Bailey,1907,academic
Alton_Jackson,,athlete
Alton_Johnson,1877,athlete
Alton_L._Becker,1932,academic
Alton_L._Wade,1935,[]
Alton_Lister,,athlete
Alton_Milford_Young,1884,[]
Alton_Ochsner,,medical
Alton_R._Waldon_Jr.,,politician
Alton_Tobey,,artist
Alun_Ffred_Jones,1949,office_holder
Alun_Lewis_(rugby_union),1956,athlete
Alun_Michael,,office_holder
Alun_Pask,1937,athlete
Alun_Thomas,1926,athlete
Alun_Wyn_Jones,1985,athlete
Alured_Ransom,1908,athlete
Aluthwewa_Soratha_Thera,1943,[]
Alva_B._Adams,,politician
Alva_Duer,,athlete
Alva_Kelley,1918,athlete
Alva_Woods,1794,"['brown university', 'university of alabama', 'transylvania university']"
Alvah_Bessie,1904,[]
Alvan_Cullem_Gillem_II,1917,['military person']
Alvan_Lafargue,1883,[]
Alvar_Ellegård,1919,[]
Alvar_Lidell,1908,"['radio', 'news presenter']"
Alvar_Palmgren,1880,academic
Alvarenga_Peixoto,,judiciary
Alveda_King,,office_holder
Alvin_A._Lee,,office_holder
Alvin_Achenbaum,1925,['marketing']
Alvin_Anthony_Schall,1944,office_holder
Alvin_Bell,,athlete
Alvin_Benjamin_Rubin,1920,judiciary
Alvin_Bernard,,politician
Alvin_Boyd_Kuhn,1880,[]
Alvin_Brooks,,athlete
Alvin_Brooks_III,,athlete
Alvin_Brown,1961,office_holder
Alvin_C._Graves,1909,[]
Alvin_Cheng,,[]
Alvin_D._Loving,1935,artist
Alvin_Duke_Chandler,1902,medical
Alvin_E._Roth,1951,academic
Alvin_F._Waller,1808,[]
Alvin_F._Weichel,1891,office_holder
Alvin_Francis_Lindsay,1882,office_holder
Alvin_Greene,1977,politician
Alvin_Hansen,1887,academic
Alvin_Hellerstein,,office_holder
Alvin_J._Schexnider,,office_holder
Alvin_Jaeger,,office_holder
Alvin_Kletsch,,athlete
Alvin_Lewis_(Florida_State_University),,office_holder
Alvin_Loucks,1895,athlete
Alvin_Luedecke,1910,"['jet propulsion laboratory', 'texas a&m university', 'united states atomic energy commission', 'military person']"
Alvin_M._Weinberg,,academic
Alvin_Morell_Bentley,,politician
Alvin_Ott,1949,office_holder
"Alvin_P._Adams,_Jr.",,['ambassador']
Alvin_Paul_Kitchin,1908,politician
Alvin_Pierson,,athlete
Alvin_Robert_Cornelius,,office_holder
Alvin_Robertson,,athlete
Alvin_Tan_(blogger),,actor
Alvin_Teng,1965,athlete
Alvin_Toffler,1928,['futurist']
Alvin_Toles,1963,athlete
Alvin_Twitchell,,athlete
Alvin_W._Thompson,1953,judiciary
Alvin_Wiederspahn,1949,office_holder
Alvin_Wistert,1916,athlete
Alvin_Wyatt,1947,athlete
Alvin_Yeo,1962,politician
Alvin_Yeung,1981,politician
Alvin_Young,1975,athlete
Alvina_Krause,1893,[]
Alvord_Wolff,,athlete
Alvy_Ray_Smith,1943,['computer graphics']
Alwin_C._Ernst,1881,['accountant']
Alwin_Komolong,1995,athlete
Alwin_Korselt,1864,academic
Alwin_Mittasch,1869,academic
Alwyn_Barr,1938,['texas tech university']
Alwyn_Didar_Singh,,"['federation of indian chambers of commerce & industry', 'retired_civil_servant']"
Alwyn_Hollenbach,1985,athlete
Alwyn_Howard_Gentry,1945,academic
Alwyn_Jones_(biophysicist),1947,academic
Alwyn_Warren_(bishop),1900,religious_figure
Alwyn_Williams_(geologist),1921,office_holder
Aly_Zaker,1944,[]
Alya_bint_Ahmed_Al_Thani,,office_holder
Alycia_Halladay,,academic
Alycia_Lane,1972,[]
Alyn_Smith,,office_holder
Alyona_Minkovski,1986,[]
Alyona_Shkrum,,politician
Alyse_Eady,1988,['beauty queen']
Alyson_Hannigan,1974,[]
Alyson_Huber,1972,politician
Alyssa_A._Goodman,1962,academic
Alyssa_Howell,,['beauty queen']
Alyssa_Mastromonaco,1976,office_holder
Amaan_Reza,1986,actor
Amadeus_William_Grabau,1870,['paleontology']
Amado_Boudou,1962,office_holder
Amadu_Wurie,1898,politician
Amaechi_Igwe,1988,athlete
Amal_Clooney,1978,[]
Amal_Karunasekara,,['military person']
Amal_Kumar_Raychaudhuri,,academic
Amalia_García,,politician
Amalia_Küssner_Coudert,1863,artist
Amalia_Mesa-Bains,1943,artist
Amalric_of_Bena,0012,['theology']
Amalya_Lyle_Kearse,,office_holder
Amama_Mbabazi,,office_holder
Aman_Sethi,1983,author/journalist
Amanaki_Lotoahea,,athlete
Amanda_Aguirre,1953,office_holder
Amanda_Bauer,1979,academic
Amanda_Bennett,1952,[]
Amanda_Blackhorse,1983,"['activism', 'social work']"
Amanda_Blumenherst,1986,athlete
Amanda_Bresnan,1971,politician
Amanda_Burden,,"['consultant', 'urban planner']"
Amanda_Butler,,athlete
Amanda_Carpenter,1982,[]
Amanda_Clement,1888,[]
Amanda_Coe,1965,author/journalist
Amanda_Cromwell,1970,athlete
Amanda_Curtis,1979,office_holder
Amanda_D._Lotz,,medical
Amanda_Demme,,[]
Amanda_Dlamini,1988,athlete
Amanda_Drury,,author/journalist
Amanda_Fisher,,academic
Amanda_Green,1963,[]
Amanda_Hamilton,1974,"['presenter', 'nutritionist']"
Amanda_Havard,1986,author/journalist
Amanda_Hearst,,['model']
Amanda_Hendrix,,academic
Amanda_Heng,1951,[]
Amanda_Holden,1971,[]
Amanda_Joseph,1986,['beauty queen']
Amanda_Keller,1962,[]
Amanda_Knox,1987,[]
Amanda_Levens,,athlete
Amanda_Lindhout,1981,author/journalist
Amanda_Longacre,1989,[]
Amanda_Marcotte,1977,author/journalist
Amanda_Marshall_(attorney),,politician
Amanda_McDonald_Crowley,,artist
Amanda_McGill,1980,office_holder
Amanda_Millar,,office_holder
Amanda_Milling,,politician
Amanda_Murphy,1970,office_holder
Amanda_O'Leary,,athlete
Amanda_Pasdon,,office_holder
Amanda_Peet,1972,[]
Amanda_Peterson,1971,[]
Amanda_Poach,1987,athlete
Amanda_Price,1956,office_holder
Amanda_Ramirez,,[]
Amanda_Renteria,1974,[]
Amanda_Ripley,,author/journalist
Amanda_Rishworth,,politician
Amanda_Sasek,,['beauty queen']
Amanda_Staveley,1973,['investment management']
Amanda_Strydom,1956,[]
Amanda_Tapley,1988,['beauty queen']
Amanda_Tapping,1965,[]
Amanda_Vanstone,,politician
Amanda_Vickery,,academic
Amanda_Vincent,,academic
Amanda_Williams,1946,office_holder
"Amando_Tetangco,_Jr.",1952,office_holder
Amani_Williams_Hunt_Abdullah,1953,[]
Amanya_Mushega,1946,office_holder
Amar_Agarwal,1960,medical
Amar_Singh_(politician),,office_holder
Amara_Mohamed_Konneh,1972,politician
Amara_Soumah,1990,athlete
Amaranth_Ehrenhalt,1928,artist
Amaresh_Misra,,author/journalist
Amarlo_Herrera,,athlete
Amartya_Sen,,academic
Amasa_J._Parker,1807,[]
Amasa_Learned,,politician
Amasa_Stone_Bishop,1921,academic
Amata_Coleman_Radewagen,,office_holder
Amaury_Nunes,,athlete
Ambarish_Mitra,1979,['blippar']
Amber_DeLuca,1967,[]
Amber_Dermont,,author/journalist
Amber_Holt,,athlete
Amber_J_Lawson,,business_person
Amber_Jacobs,,athlete
Amber_MacArthur,1976,[]
Amber_Renae,,[]
Amber_Rudd,1963,office_holder
Ambeth_Ocampo,1961,office_holder
Ambica_Banerjee,1928,office_holder
Ambiga_Sreenevasan,1956,office_holder
Ambika_Anand,1980,"['ndtv good times', 'anchor']"
Ambika_Charan_Choudhury,1930,author/journalist
Ambrose_Burke,1895,[]
Ambrose_Bury,1869,office_holder
Ambrose_Cheung,1951,office_holder
Ambrose_Curtis,1992,athlete
Ambrose_King,,politician
Ambrose_Lee,,office_holder
Ambrose_O'Connell,1881,judiciary
Ambrosio_Padilla,1910,politician
Ambrosio_Rianzares_Bautista,1830,judiciary
Ambrosius_Capello,,religious_figure
Ambuj_Sagar,,academic
Amedeo_Agostini,1892,academic
Ameen_Faheem,1939,office_holder
Ameen_Sayani,1932,['radio personality']
Ameenah_Gurib,1959,politician
Amelia_Fawcett,1956,"['chief executive officer', 'hedge_fund_standards_board']"
Amelia_Gray,1982,author/journalist
Amelia_Greenhall,,[]
Amelia_Jones,,academic
Amelia_Kyambadde,1955,business_person
Amelia_Womack,1985,office_holder
Amer_Raza,,"['obstetrics', 'gynaecology']"
America_Ferrera,1984,[]
America_Meredith,1972,artist
Ameya_Pawar,1980,politician
Ameyaw_Debrah,,author/journalist
Ameyo_Adadevoh,1956,academic
Amfilohije_Radović,,religious_figure
Ami_Bera,1965,office_holder
Ami_Harten,1947,academic
Ami_Horowitz,,[]
Ami_Miron,,[]
Amico_Bignami,1862,medical
Amie_Beth_Dickinson,,['beauty queen']
Amie_Stepanovich,,[]
Amie_Thomasson,1968,[]
Amila_Kankanamge,1983,[]
Amilkar_Acosta_Medina,1950,office_holder
Amin_Ahmed,,judiciary
Amin_Hassan_Omar_Abdullah,1951,office_holder
Amin_Joseph,1981,[]
Amin_Kamil,1924,author/journalist
Amin_Mahmoud_(politician)__Amin_A._Mahmoud__1,,office_holder
Antonio_Rostagni,1903,academic
Antonio_S._Luchetti,1888,[]
Antonio_Saca,,politician
Antonio_Salandra,,politician
Antonio_Saldías,1951,[]
Antonio_Signorini,1888,academic
Antonio_Superbia,0014,athlete
Antonio_Tajani,,office_holder
Antonio_Trillanes,1971,office_holder
Antonio_Ungar,1974,author/journalist
Antonio_Villaraigosa,1953,office_holder
Antonio_Weiss,1966,office_holder
Antonio_de_Luca,1975,artist
Antonious_Bonner,1972,athlete
Antonis_Manitakis,1944,office_holder
Antonis_Samaras,,office_holder
Antony_Beevor,,author/journalist
Antony_C._Sutton,,author/journalist
Antony_Davies,1965,academic
Antony_Edwards-Stuart,,judiciary
Antony_Fisher,1915,[]
Antony_G._Sweeney,1955,author/journalist
Antony_Garrett_Lisi,1968,academic
Antony_Hamilton,1952,[]
"Antony_Head,_1st_Viscount_Head",,office_holder
Antony_Hewish,,academic
Antony_Jenkins,1961,[]
Antony_John_Williams,1964,academic
Antony_Leung,,office_holder
Antony_Micallef,,artist
Antony_Preston,,author/journalist
Antony_Stretton,,academic
Antonín_Baudyš,1946,office_holder
Antonín_Holý,1936,academic
Ants_Laaneots,1948,['military person']
Antti_Ahokas,1985,athlete
Antti_Rinne,1962,office_holder
Antti_Tulenheimo,,office_holder
Antun_Augustinčić,1900,artist
Antun_Vujić,,office_holder
Antun_Škvorčević,,religious_figure
Antwain_Barbour,1982,athlete
Antwain_Smith,1975,athlete
Antwi_Atuahene,,athlete
António_Arnault,1936,politician
António_Augusto_Soares_de_Passos,1826,artist
António_Borges,1949,office_holder
António_Cordeiro,,author/journalist
António_Costa,,office_holder
António_Costa_Pinto,1953,academic
António_Egas_Moniz,,academic
António_Horta_Osório_(banker),1964,[]
António_José_Seguro,1962,office_holder
"António_José_de_Ávila,_1st_Duke_of_Ávila_and_Bolama",1806,office_holder
António_Maria_da_Silva,,office_holder
António_Marinho_e_Pinto,1950,office_holder
António_Monteiro_(politician),1944,office_holder
António_Pedro_dos_Santos_Simões,1975,[]
António_Sampaio_da_Nóvoa,,office_holder
António_Vitorino,,office_holder
António_de_Oliveira_Salazar,1889,office_holder
António_de_Sousa_Franco,,office_holder
Antônio_Augusto_Cançado_Trindade,1947,office_holder
Antônio_Delfim_Netto,1928,academic
"Antônio_Peregrino_Maciel_Monteiro,_2nd_Baron_of_Itamaracá",1804,medical
Anu_Muhammad,,academic
Anu_Singh,1972,[]
Anu_Solomon,1996,athlete
Anugrah_Narayan_Sinha,1887,politician
Anuj_Lugun,,author/journalist
Anukriti_Gusain,1994,"['model (people)', 'news presenter', 'beauty queen']"
Anup_Kumar_Saha,,office_holder
Anup_Singh_Choudry,1949,office_holder
Anupam_Garg,,academic
Anupam_Hazra,1982,office_holder
Anupam_Mazumdar,,academic
Anupriya_Patel,1981,office_holder
Anura_C._Perera,1947,[]
Anura_Priyadharshana_Yapa,,politician
Anuradha_Acharya,1972,[]
Anuradha_Dullewe_Wijeyeratne,,office_holder
Anuradha_Ghandy,1954,[]
Anuradha_Jayaratne,,politician
Anurag_Gupta,,['walmart']
Anurag_Thakur,,office_holder
Anuranjan_Jha,1977,author/journalist
Anuruddha_Ratwatte,,politician
Anusha_Rahman,,politician
Anushka_Sharma,1988,[]
Anusith_Termmee,,athlete
Anusuya_Chinsamy-Turan,1962,academic
Anvita_Abbi,1949,[]
Anwaar_Ahmad,1947,author/journalist
Anwar_Ali_(physicist),1945,academic
Anwar_Ferguson,,athlete
Anwar_Fituri,1964,office_holder
Anwar_Habib,,academic
Anwar_Ibrahim,1947,office_holder
Anwar_Mohammed_Qarqash,,office_holder
Anwar_Nasim,1935,academic
Anwar_Nusseibeh,,office_holder
Anwar_Sadat,,office_holder
Anwar_Saifullah_Khan,,office_holder
Anwar_Shaikh_(economist),1945,academic
Anwar_al-Awlaki,1971,"['inspire (magazine)', 'imam']"
Anwar_ul-Haq_Ahady,,office_holder
Anwarul_Iqbal,1950,[]
Anxo_Quintana,,politician
Anya_Camilleri,1972,[]
Anya_Fernald,1975,['chief executive officer']
Anya_Gallaccio,,artist
Anzhelika_Tahir,,"['model (people)', 'beauty queen']"
Anzhong_Wang,,academic
Aníbal_Acevedo_Vilá,1962,politician
Aníbal_Cavaco_Silva,,office_holder
Aníbal_Fernández,,office_holder
Aníbal_Ibarra,,office_holder
Aníbal_Marrero_Pérez,1949,office_holder
Aníbal_Meléndez_Rivera,1948,office_holder
Aníbal_Pinto_Santa_Cruz,,academic
Aníbal_Pérez,1948,politician
Aníbal_de_Castro,1949,office_holder
Ao_Man_Long,1956,office_holder
Aodh_Buidhe_Mac_an_Bhaird,,[]
Aodhán_Ó_Ríordáin,,office_holder
Aoibhinn_Ní_Shúilleabháin,1983,[]
Aowen_Jin,,[]
Aparicio_Méndez,,office_holder
Aparupa_Poddar,1986,office_holder
Apichatpong_Weerasethakul,1970,author/journalist
Apollo_Chen,,office_holder
Apolo_Nsibambi,,office_holder
Apoorvanand_Jha,,office_holder
Apostolos_Gerasoulis,1952,['ask.com']
Apostolos_Kaklamanis,1936,office_holder
Apostolos_Serletis,1955,academic
Apostolos_Tzitzikostas,1978,office_holder
Appleton_A._Mason,1880,athlete
April_Glaspie,,office_holder
April_Gornik,1953,artist
April_Heinrichs,,athlete
April_Ieremia,1967,athlete
April_Nelson,,['beauty queen']
April_Ryan,,[]
Aqeel_Solangi,,[]
"Aquilino_Pimentel,_Jr.",,office_holder
Aquilino_Pimentel_III,1964,office_holder
ArLynn_Leiber_Presser,1960,author/journalist
"Ara_Darzi,_Baron_Darzi_of_Denham",1960,academic
Ara_Najarian,,office_holder
Ara_Papian,1961,academic
Ara_Parseghian,,athlete
Araceli_Aipoh,,[]
Aradhana_Misra,1974,office_holder
Araik_Tunyan,1966,office_holder
Araksya_Karapetyan,1982,[]
Aram_Avakian,1926,[]
Aram_Bartholl,1972,artist
Aram_Chobanian,,office_holder
Aram_Gaspar_Sargsyan,1949,office_holder
Aram_Khachaturian,1903,[]
Aram_Nalbandyan,1908,academic
Aram_Roston,,['investigative journalism']
Aram_Safrastyan,1888,academic
Aram_Sargsyan,1961,office_holder
Aram_Ter-Ghevondyan,1928,academic
Arantxa_Urretabizkaia,1947,author/journalist
Arapata_Hakiwai,,academic
Arati_Prabhakar,1959,academic
Arava_Shahaf,1990,athlete
Aravella_Simotas,1978,office_holder
Aravind_Adiga,1974,author/journalist
Aravind_Joshi,,academic
Arayik_Harutyunyan,1973,office_holder
Arben_Kryeziu,,"['software developer', 'chief executive officer', 'chief technology officer']"
Arben_Malaj,1961,office_holder
Arben_Ristani,1969,judiciary
Arbinder_Singal,,academic
Arbën_Xhaferi,,office_holder
Arcadie_Gherasim,1957,author/journalist
Arcadio_Poveda,1930,academic
"Arch_A._Moore,_Jr.",,office_holder
Arch_Crippin,,athlete
Arch_G._Woodside,1943,[]
Arch_Reilly,1891,athlete
Archana_Bhattacharyya,1948,academic
Archbishop_Spyridon_of_America,1944,religious_figure
Archer_Allen_Phlegar,1846,office_holder
Archibald_Alexander,,office_holder
Archibald_Alison_(author),,author/journalist
Archibald_Blacklow,1879,politician
Archibald_Boyd,1803,['dean of exeter']
Archibald_Cameron_Macdonell,,['military person']
"Archibald_Campbell,_1st_Marquess_of_Argyll",1607,['clan campbell']
Archibald_Campbell_Swinton,1812,[]
Archibald_Cox,,office_holder
Archibald_Davidson,1732,[]
Archibald_Glenn,1911,[]
Archibald_Gowanlock_Huntsman,1883,academic
Archibald_Hill,,academic
Archibald_Howie,,academic
Archibald_Lybrand,1840,office_holder
Archibald_Main,,religious_figure
Archibald_McLelan,,office_holder
"Archibald_Montgomerie,_11th_Earl_of_Eglinton",,politician
Archibald_Reiss,,academic
Archibald_Roosevelt,1894,[]
Archibald_Scott_Couper,,academic
Archibald_Simpson,,['architect']
"Archibald_Sinclair,_1st_Viscount_Thurso",,office_holder
Archibald_Vincent_Arnold,1889,['military person']
Archie_Amerson,1974,athlete
Archie_Barton,1936,['wgs84_pos#spatialthing']
Archie_Bland,1983,author/journalist
Archie_Brain,1942,academic
Archie_Carr,,academic
Archie_Cooley,1940,athlete
"Archie_Elliott,_Lord_Elliott",1922,judiciary
Archie_Eves,1876,athlete
Archie_H._Miller,1886,politician
Archie_Hahn,,athlete
Archie_Hoxton,1875,athlete
Archie_J._Bahm,1907,['university of new mexico']
Archie_Kirkman_Loyd,,politician
Archie_Kodros,1918,athlete
Archie_McCardell,1926,business_person
Archie_Milano,1918,athlete
Archie_Miller_(basketball),1978,athlete
Archie_Norman,,office_holder
Archie_Palmer,1896,academic
Archie_Panjabi,1972,[]
Archie_Roy,1924,academic
Archie_W._Butcher,1901,athlete
Archie_W._Dunham,1938,business_person
Archie_W._Straiton,1907,academic
Archie_Webb,,athlete
Archie_Weston,1895,[]
Archil_Khabadze,1980,politician
Archimedes_Russell,1840,['architect']
Archon_Fung,1968,academic
"Archy_Kirkwood,_Baron_Kirkwood_of_Kirkhope",,politician
Arci_Muñoz,1989,actor
Arcot_Ramasamy_Mudaliar,1887,politician
Ard_Louis,,academic
Ard_van_der_Steur,1969,office_holder
Arda_Bowser,1899,athlete
Ardell_Brede,,politician
Arden_Cho,1985,[]
"Arden_L._Bement,_Jr.",,academic
Ardeshir_Hosseinpour,1962,academic
Ardeshir_Zahedi,,office_holder
Ardeth_Platte,1936,['nun']
Ardian_Fullani,1955,office_holder
Ardian_Klosi,1957,author/journalist
Ardie_Savea,1993,athlete
Ardis_Herrold,,academic
Ardo_Perri,1950,athlete
Ardy_Larong,1980,athlete
Aree_Song,,athlete
Areeya_Chumsai,1971,['film director']
Aref_Dalila,1942,['damascus university']
Arel_Moodie,1983,[]
Arend_Heyting,,academic
Arend_Lijphart,,academic
Arend_Lubbers,1931,['academic administration']
Arenda_L._Wright_Allen,1960,office_holder
Ares_J._Rosakis,1956,academic
"Aretas_Akers-Douglas,_1st_Viscount_Chilston",,office_holder
Argile_Smith,1955,office_holder
Ari_Handel,,author/journalist
Ari_Hoogenboom,1927,author/journalist
Ari_Hoptman,1967,[]
Ari_L._Goldman,1949,[]
Ari_Laptev,1950,academic
Ari_Meisel,,business_person
Ari_Melber,1980,"['presenter', 'pundit']"
Ari_Porth,,office_holder
Ari_Shavit,1957,[]
Ari_Zoldan,1976,[]
Ariana_Berlin,1987,[]
Ariane_Labed,1984,[]
Ariane_Rinehart,1994,actor
Arianna_Criscione,1985,athlete
Arianna_Huffington,,author/journalist
Aric_Rindfleisch,1965,[]
Arick_Wierson,1971,medical
Arie_Andries_Kruithof,1909,[]
Arie_E._Kaufman,,academic
Arie_Maliniak,1949,athlete
Arie_Slob,1961,politician
Arie_de_Graaf,,politician
Arief_Yahya,1961,office_holder
Arieh_Iserles,1947,academic
Ariel_D._Procaccia,,academic
Ariel_Gore,1970,author/journalist
Ariel_Lugo,,academic
Ariel_Rubinstein,,academic
Ariel_Sharon,,office_holder
Ariel_Ureta,1946,actor
Ariella_Arida,1988,['beauty queen']
Aries_Dimaunahan,1978,athlete
Arif_Alvi,1949,office_holder
Arif_Ayub,1982,[]
Arif_Zaman,,academic
Arifin_Zakaria,1950,office_holder
Arika_Sato,1989,[]
Aris_Marangopoulos,1948,author/journalist
Aris_Melissaratos,1943,[]
Arisa_Inoue,,athlete
Arisoa_Razafitrimo,1954,office_holder
Aristeidis_Moumoglou,1942,athlete
Aristid_Lindenmayer,,academic
Aristide_Guerriero,1986,athlete
Aristides_Baltas,,office_holder
Aristides_Brezina,1848,['mineralogy']
Aristides_Patrinos,1947,medical
Aristides_de_Sousa_Mendes,1885,['consul (representative)']
Aristóbulo_Istúriz,1946,politician
Aritatsu_Ogi,1942,athlete
Arjan_El_Fassed,1973,politician
Arjan_Kumar_Sikri,1954,judiciary
Arjan_van_der_Schaft,,academic
Arjen_Lubach,,author/journalist
Arjo_Atayde,1990,actor
Arjun_Appadurai,,academic
Arjun_Dass_Grover,1928,[]
Arjun_Karki,,office_holder
Arjun_Modhwadia,1957,office_holder
Arjun_Narasingha_K.C.,,office_holder
Arjun_Singh,,office_holder
Arjun_Singh_Sethi,1981,"['georgetown university law center', 'sikh coalition']"
Arjuna_Ardagh,1957,[]
Arjuna_P._de_Silva,,office_holder
Arjuna_Ranatunga,,office_holder
Ark_Newton,,athlete
Arka_Keshari_Deo,,office_holder
Arkadi_Ghukasyan,,office_holder
Arkadi_Nemirovski,1947,academic
Arkady_Plastov,1893,artist
Arkady_Rotenberg,1951,['stroygazmntazh']
Arkady_Volsky,1932,[]
Arkesh_Singh_Deo,1986,[]
Arkley_Frieze,1914,office_holder
Arland_Bruce_III,,athlete
"Arland_D._Williams,_Jr.",1935,[]
Arland_F._Christ-Janer,,office_holder
Arleigh_B._Templeton,,office_holder
Arleigh_Williams,1912,athlete
Arlen_F._Gregorio,1931,medical
Arlen_Specter,,office_holder
Arlene_Ackerman,1947,[]
Arlene_B._Arcillas,1969,politician
Arlene_Becker,1948,office_holder
Arlene_Blum,1945,author/journalist
Arlene_Dahl,1925,[]
Arlene_Davila,,"['new york university', 'american studies']"
Arlene_Foster,,office_holder
Arlene_Francis,1907,[]
Arlene_Kramer_Richards,,[]
Arlene_Render,1943,office_holder
Arlene_Setzer,1952,office_holder
Arlene_Violet,,office_holder
Arlene_Wohlgemuth,,office_holder
Arlie_C._Jones,1870,athlete
Arlie_F._Culp,,office_holder
Arlie_Honeycutt,,['beauty queen']
Arlie_Petters,1964,academic
Arlin_M._Adams,,judiciary
Arlington_G._Reynolds,,office_holder
Arliss_Ryan,1950,author/journalist
Arliss_Sturgulewski,1927,office_holder
Arlo_Bates,1850,[]
Arlo_U._Landolt,1935,academic
Arlon_Lindner,1935,business_person
Arman_Manukyan,1931,[]
Arman_Sedghi,1964,academic
Armand_Arreza,1971,office_holder
Armand_Brinkhaus,1935,judiciary
Armand_Duka,,office_holder
Armand_Hammer,1898,business_person
Armand_Marie_Leroi,,academic
Armand_Mauss,1928,academic
Armand_de_Ricqlès,1938,[]
Armando_Benedetti,1967,office_holder
Armando_Favela,1986,athlete
Armando_Hinojosa,1944,[]
Armando_Manuel,1972,office_holder
Armando_Martinez_(Texas),,office_holder
Armando_Montaño,1989,[]
Armando_Omar_Bonilla,1967,office_holder
Armando_Samper_Gnecco,1920,office_holder
Armando_Torres_Chibrás,,[]
Armando_Villegas,1926,[]
Armando_Walle,1978,office_holder
Armandt_Koster,1990,athlete
Armant_Legendre,,athlete
Armelie_Lumanu,,athlete
Armen_Alchian,,academic
Armen_Darbinyan,1965,office_holder
Armen_Der_Kiureghian,1947,['american university of armenia']
Armen_Garo,,office_holder
Armen_Gilliam,,athlete
Armen_Harutyunyan,1964,office_holder
Armen_Sarvazyan,,medical
Armen_Takhtajan,,academic
Armen_Weitzman,,author/journalist
Armida_Alisjahbana,1960,office_holder
Armin_Falk,1968,academic
Armin_Kraeft,1909,athlete
Armin_Laschet,,office_holder
Armin_Luistro,1961,office_holder
Armin_Stromberg,1910,academic
Armin_Tehrany,,medical
Armin_Weiss,1927,academic
Armin_Öpik,1898,academic
Arminio_Fraga,,office_holder
Armistead_Maupin,,author/journalist
Armistead_Thomson_Mason,,politician
Armond_Budish,,office_holder
Arn_Chorn-Pond,1966,['clear path international']
Arn_Tellem,1954,athlete
Arnab_Goswami,1973,"['editor-in-chief', 'news presenter']"
Arnab_Rai_Choudhuri,1956,academic
Arnab_Ray,0030,author/journalist
Arnaldo_Calveyra,1929,author/journalist
Arnaldo_Ferrari_Nasi,1965,['sociology']
Arnaldo_Maria_Angelini,1909,[]
Arnas_Butkevičius,1992,athlete
Arnaud_Beauville,1947,academic
Arnaud_Gascon-Nadon,1988,athlete
Arnaud_Lagardère,1961,['lagardère group']
Arnaud_Montebourg,,office_holder
Arne_Beurling,,academic
Arne_Duncan,,office_holder
Arne_Fjellbu,1890,['priest']
Arne_Groh,1962,artist
Arne_L._Kalleberg,1949,academic
Arne_Palmqvist,1921,religious_figure
Arne_Somersalo,1891,[]
Arne_Strand,1944,['dagsavisen']
Arne_Tiselius,,academic
Arnett_E._Girardeau,1929,office_holder
Arnie_Arenz,1911,athlete
Arnie_Ball,1944,athlete
Arnie_Johnson,1920,athlete
Arnie_Oliver,1907,athlete
Arnie_Tuadles,1956,athlete
Arnim_Whisler,,business_person
Arnis_Balčus,,artist
Arnnon_Geshuri,,['tesla motors']
Arno_Allan_Penzias,,academic
Arno_Botha,1991,athlete
Arno_J._Mayer,,academic
Arnold_A._Chacón,,['ambassador']
Arnold_B._Grobman,,academic
Arnold_Beck,1916,['engineer']
Arnold_Brecht,1884,office_holder
Arnold_Buffum_Chace,1845,[]
Arnold_Burns,,office_holder
Arnold_Christopher_Ræstad,1878,[]
Arnold_D._Margolin,,office_holder
Arnold_Deutsch,1903,[]
Arnold_Diestel,1857,office_holder
Arnold_Durig,1872,academic
Arnold_Eskin,,academic
Arnold_Everitt_Campbell,1906,author/journalist
Arnold_Gesell,,academic
Arnold_H._Buss,1924,academic
Arnold_Hano,1922,author/journalist
Arnold_Harberger,,academic
